left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
lic,0.61957324,0.5979538,0.43653417,0.64539886,0.54450583,0.4249896,0.5384993,0.59553325,0.50935423,0.60369784,0.50882745,0.59070885,0.6147312,0.5378884,0.53459126,0.49539438,0.53969795,0.60437554,0.6218037,0.5462939
lie,0.3977364,0.56589276,0.6499326,0.34443113,0.4228186,0.5341299,0.41396746,0.42019892,0.4456587,0.5508935,0.57859397,0.30248398,0.47840953,0.43119147,0.51101863,0.27569816,0.6171487,0.49450377,0.550306,0.8624578
lji,0.487034,0.5558893,0.47646052,0.6336879,0.5820194,0.5804094,0.5088884,0.7100605,0.54369456,0.6109884,0.58668876,0.65159714,0.54788053,0.67174655,0.6787817,0.3814882,0.6089357,0.69774884,0.59360504,0.5986907
ljw,0.68514246,0.5998264,0.52000713,0.34722307,0.59147674,0.4068997,0.66891444,0.6499503,0.56316024,0.6805168,0.697031,0.6059824,0.6869126,0.62244946,0.48657897,0.57663226,0.6008539,0.63009846,0.6114605,0.67331433
ljy,0.59564906,0.56427175,0.48388842,0.6135712,0.40699694,0.57842517,0.6003799,0.7442832,0.44142023,0.6092474,0.5963549,0.6188419,0.6286836,0.6002243,0.70469916,0.5493539,0.6864441,0.6001336,0.6083026,0.44232726
lkh,0.4014945,0.5507046,0.66461396,0.42848793,0.44798607,0.3402489,0.42094377,0.35206592,0.4613255,0.5229655,0.2705013,0.3877091,0.34323782,0.6089497,0.43765885,0.37345254,0.37661856,0.57432735,0.34610894,0.3670734
lkn,0.53309834,0.6316295,0.5960954,0.5119833,0.6421837,0.5927477,0.5549678,0.47387227,0.44839275,0.4178379,0.4129029,0.5623187,0.45378664,0.43481895,0.44597912,0.6317619,0.5951139,0.6332038,0.65853417,0.47205612
llc,0.49109274,0.3018671,0.5005916,0.7031932,0.35976425,0.5672166,0.5998438,0.26234782,0.3180293,0.37872282,0.35867503,0.6009775,0.50364554,0.5301291,0.33059376,0.36286256,0.47918984,0.56014067,0.44060573,0.3791663
lld,0.60117245,0.6685061,0.5817125,0.590375,0.5727299,0.59265596,0.612451,0.455949,0.61217207,0.34961948,0.40624797,0.59076744,0.5773114,0.6076058,0.6607891,0.6025799,0.49892002,0.5588416,0.58117706,0.41571367
llf,0.6147821,0.5991502,0.5583243,0.7319507,0.70995027,0.63199896,0.6576787,0.55911046,0.655577,0.6756446,0.401327,0.46625885,0.32909968,0.41827115,0.40227,0.6401415,0.6783973,0.75548863,0.56057674,0.463658
llk,0.44835025,0.5002545,0.5745701,0.48780963,0.44962707,0.45534593,0.50236994,0.5672242,0.5495567,0.4698682,0.56831414,0.46680054,0.44653863,0.46462125,0.4303672,0.39591876,0.5241101,0.55723155,0.51093805,0.50329536
llm,0.52743185,0.4864788,0.37027717,0.44092876,0.3895555,0.4191624,0.40779713,0.39755034,0.45558858,0.41332763,0.3686875,0.37550798,0.35633042,0.533571,0.4961823,0.44440427,0.36579758,0.3958776,0.42191058,0.46352887
llw,0.58506083,0.59319025,0.41027135,0.64869684,0.5658338,0.49175695,0.4374583,0.7125824,0.551826,0.6137909,0.5983927,0.626765,0.61530364,0.59472376,0.6433435,0.45756283,0.6382372,0.60095054,0.57672024,0.51050645
lmk,0.36313614,0.53436834,0.46113226,0.5096163,0.3331305,0.47349334,0.38867506,0.5486566,0.41642556,0.45652276,0.40386072,0.43932122,0.45062935,0.4846737,0.584079,0.41151196,0.5285753,0.46263486,0.5785575,0.47947457
lmm,0.36664242,0.41011295,0.43401167,0.4216516,0.41848767,0.38163316,0.39127365,0.41715008,0.41481334,0.4492385,0.47333327,0.45198238,0.32907397,0.5424729,0.41728976,0.45249695,0.5838991,0.45716095,0.4866635,0.38629225
lmo,0.5309188,0.48203656,0.38396928,0.41438526,0.45678702,0.42284256,0.4057728,0.36166027,0.37743786,0.39443454,0.45614338,0.36730662,0.48265675,0.29426757,0.46941665,0.42505687,0.44402015,0.3792166,0.44371712,0.68422097
lmp,0.3009576,0.45527864,0.39528826,0.4170955,0.40506625,0.39117438,0.4052624,0.41088182,0.38956755,0.4238212,0.36688858,0.39999706,0.4201354,0.39773163,0.6508747,0.3948044,0.41757834,0.3245697,0.49902776,0.47157612
lnb,0.44629598,0.39458972,0.45068917,0.3180517,0.5208711,0.43979812,0.44700384,0.42191976,0.42755404,0.4595166,0.51147693,0.44524154,0.4712592,0.47019428,0.50873446,0.38990054,0.5313338,0.33751035,0.38464886,0.4829959
lnv,0.6034498,0.51939565,0.3995422,0.41024742,0.48947638,0.5500309,0.620396,0.6656895,0.37195206,0.59829044,0.6576387,0.6222837,0.3939752,0.6113373,0.67333615,0.5532263,0.55445266,0.73621964,0.4550226,0.3722769
lnx,0.526115,0.427951,0.57974565,0.62764806,0.45541298,0.5586966,0.60284936,0.6672336,0.53620154,0.5954064,0.4700853,0.56119275,0.5905024,0.53391427,0.40920803,0.71981853,0.53590924,0.507266,0.49241504,0.53467786
lnz,0.42433387,0.606178,0.5254621,0.44168296,0.6101988,0.7816468,0.5042647,0.66685706,0.5977578,0.58562213,0.47894868,0.51957023,0.48559642,0.54684037,0.6270103,0.3990887,0.4685763,0.55604035,0.60383993,0.32188058
log,0.36326098,0.31838706,0.3346894,0.6103142,0.40753442,0.34687027,0.37531283,0.29736263,0.43224603,0.36427236,0.35299885,0.31401023,0.5478803,0.39379168,0.3185828,0.38314107,0.30400923,0.34599403,0.44815648,0.41413298
loj,0.3824094,0.46948367,0.64989966,0.6330201,0.5712634,0.5487181,0.42491278,0.5663298,0.55751675,0.56085557,0.6017895,0.48075324,0.52621424,0.45694903,0.6496208,0.6344259,0.56853455,0.43327478,0.51660585,0.59139264
lpb,0.49773136,0.5019652,0.6710325,0.52108204,0.47448552,0.5415798,0.5936819,0.5217581,0.5780273,0.41328424,0.59216434,0.5748593,0.47025287,0.5417617,0.54943305,0.583232,0.59412426,0.5565231,0.4377729,0.5109012
lpe,0.54109985,0.5530478,0.49101275,0.5000091,0.42228436,0.43436196,0.3462597,0.45858273,0.44157448,0.4185926,0.42753503,0.45346552,0.50495493,0.4135282,0.48866767,0.42218474,0.51122797,0.36528504,0.49899456,0.33323082
lph,0.44154018,0.41837254,0.43563077,0.70622575,0.42889655,0.69734627,0.5860837,0.64440715,0.75274265,0.48817673,0.58394134,0.60433054,0.69562733,0.37592083,0.5642191,0.8144699,0.47967747,0.47921473,0.27109104,0.69773775
lpj,0.46470493,0.6840718,0.32270217,0.6146289,0.69699585,0.6769505,0.73072356,0.5979528,0.4989311,0.3747423,0.4809768,0.34564912,0.6295297,0.5678209,0.510173,0.4026423,0.5135017,0.5438866,0.41088194,0.36699426
lpl,0.6074923,0.56084794,0.43397146,0.7453063,0.48763224,0.4183759,0.51247656,0.28614244,0.5684172,0.38533068,0.41773242,0.40600565,0.36948743,0.56063354,0.56990504,0.4968793,0.5147644,0.34868473,0.3834071,0.35971925
lqm,0.45654884,0.3776593,0.36979154,0.5411459,0.6146562,0.52548593,0.4286104,0.5305033,0.52777064,0.6333688,0.5614578,0.53312045,0.5219978,0.44719565,0.41818488,0.51599133,0.69618756,0.5933209,0.5159914,0.7258756
lqq,0.5155079,0.31012294,0.5906922,0.684748,0.6206544,0.33104968,0.4247241,0.50892067,0.42737854,0.40265995,0.5027972,0.6761059,0.6678543,0.7298492,0.6700812,0.6865813,0.5699092,0.60673046,0.64043355,0.37471068
lqs,0.664197,0.6195816,0.636782,0.39907157,0.41680524,0.51692504,0.66429067,0.60339904,0.60415006,0.41624388,0.588856,0.67277116,0.4133031,0.581076,0.72757894,0.60088104,0.6599268,0.4406752,0.3779213,0.4231486
lqw,0.36027548,0.37003526,0.44399303,0.49894348,0.43755037,0.44541717,0.48665264,0.4537734,0.46762714,0.42881414,0.4269698,0.39787254,0.5327265,0.548511,0.47100645,0.45318857,0.44133267,0.4001217,0.38341016,0.39377254
lqy,0.4617349,0.5754211,0.42656225,0.5505806,0.53531265,0.43317354,0.55401474,0.5234805,0.5236883,0.43187878,0.5066839,0.44555283,0.41972974,0.5362667,0.48651558,0.4795024,0.52719086,0.46121684,0.46116707,0.57029897
lrc,0.3168945,0.6633268,0.66875166,0.4755254,0.41535574,0.708865,0.75388247,0.6763639,0.67818815,0.62596244,0.40457824,0.4323952,0.512212,0.65818626,0.4291013,0.7422187,0.54483247,0.7079182,0.5321353,0.52849615
lsh,0.4652644,0.4329727,0.61371684,0.5471169,0.5000849,0.53780025,0.41935506,0.71547264,0.6697286,0.5929036,0.42563602,0.4695624,0.57246846,0.5573939,0.48478648,0.5700641,0.48299417,0.54421234,0.584836,0.5278316
lsq,0.3709648,0.45152655,0.46689335,0.43447953,0.41226465,0.6012871,0.43130752,0.4640943,0.61328167,0.60590535,0.5437667,0.64562464,0.46397826,0.44309977,0.55486465,0.5633048,0.5476941,0.57701117,0.5761797,0.57647705
lsu,0.42840895,0.65690035,0.42013752,0.3203647,0.38995942,0.3971507,0.3923774,0.47441086,0.46106952,0.41016576,0.47737247,0.47694317,0.3908855,0.39937302,0.42322433,0.4691725,0.406543,0.48797584,0.3973774,0.4835716
lsz,0.5078064,0.4588796,0.443413,0.4267593,0.49161577,0.5001202,0.5115458,0.60148185,0.55379564,0.42678908,0.5090159,0.5665948,0.52448094,0.34878567,0.4615371,0.36068314,0.43977425,0.5054289,0.46489614,0.54223853
ltt,0.5118655,0.32571372,0.47049445,0.5847494,0.39188364,0.74605536,0.7234707,0.4529763,0.6515144,0.6244981,0.5532807,0.8127246,0.49862108,0.59958255,0.43570784,0.6333859,0.62256557,0.6330783,0.7175041,0.64977807
lty,0.42665276,0.39148304,0.38765067,0.43222257,0.39140522,0.46011826,0.42099446,0.4749239,0.416655,0.39794102,0.431805,0.4519903,0.41164693,0.3841058,0.38972163,0.70501727,0.42385644,0.41927093,0.45610976,0.44801438
lub,0.5109987,0.50503397,0.42016315,0.38667825,0.3905026,0.43124098,0.440654,0.44073698,0.4344928,0.36624235,0.44345015,0.48867652,0.55223733,0.3971643,0.32713458,0.423017,0.4091236,0.4519013,0.4169629,0.49121165
lvj,0.43471745,0.4770856,0.473423,0.3895903,0.5446022,0.5281684,0.4719476,0.5850364,0.48575586,0.42469877,0.44965768,0.48071697,0.43537998,0.4413237,0.5386631,0.48749426,0.6192289,0.4685518,0.4333464,0.48172876
lvo,0.72306895,0.48014545,0.356933,0.7104609,0.6741718,0.6468998,0.7427403,0.4072734,0.5504517,0.5031136,0.68846214,0.56711644,0.4312966,0.72520214,0.5734331,0.44696727,0.74206614,0.40236878,0.38174355,0.5235865
lvy,0.75783247,0.43155038,0.46229368,0.6246292,0.5755388,0.36184528,0.38097563,0.4776016,0.4597806,0.34169134,0.65675974,0.7410242,0.3055376,0.6857614,0.4391281,0.729741,0.6103829,0.6084417,0.47025603,0.70608515
lwh,0.42716265,0.3873542,0.4638007,0.52267176,0.42097735,0.40587315,0.42080447,0.46703407,0.5044005,0.41881835,0.48296958,0.4712099,0.5347406,0.47074485,0.4340061,0.4428005,0.6492704,0.38218638,0.42374933,0.39026865
lwi,0.45896694,0.37188122,0.36836118,0.3973278,0.41632065,0.47602278,0.5622643,0.41745406,0.39499456,0.74229676,0.68561167,0.38261926,0.3437687,0.66713506,0.65293896,0.3753106,0.61158484,0.43124416,0.623109,0.5317404
lwk,0.2620852,0.31492215,0.32897383,0.32004786,0.2882938,0.46114483,0.3339106,0.27436277,0.27324793,0.2716345,0.3351372,0.3087543,0.29229164,0.3710398,0.36110052,0.2666828,0.43481067,0.32165962,0.28170988,0.29683146
lwn,0.41065386,0.69728106,0.51725763,0.37113205,0.3399782,0.5215546,0.5654273,0.52830714,0.44848123,0.77206683,0.63538766,0.5119303,0.69435865,0.6454981,0.3552292,0.6380513,0.46401787,0.36481935,0.43361613,0.7417289
lwu,0.54457074,0.58433557,0.5577296,0.46815675,0.50677556,0.5250232,0.489458,0.50970656,0.47014025,0.38464063,0.52760303,0.5117051,0.54088944,0.43107376,0.49748397,0.52281886,0.46873274,0.45841277,0.63024783,0.45071808
lxf,0.5117674,0.55272424,0.60962176,0.525615,0.4626672,0.4259064,0.6419126,0.5142711,0.5634241,0.6130965,0.5605932,0.4336651,0.5576165,0.5531984,0.60658556,0.528866,0.51675993,0.5201606,0.5433996,0.4834036
lxp,0.5599525,0.5108611,0.42631578,0.5128901,0.3819711,0.4657588,0.4394711,0.46914303,0.47488025,0.49543563,0.5799695,0.43154892,0.53623366,0.39450198,0.4173714,0.50426817,0.43830913,0.4799855,0.4301729,0.39785084
lxz,0.5795624,0.41670042,0.55649996,0.5398021,0.5925796,0.59966606,0.46414596,0.32993597,0.38853958,0.54009223,0.6021775,0.617582,0.55157745,0.45490372,0.5248967,0.54425603,0.40482056,0.53981394,0.76811093,0.50498337
lyg,0.4648424,0.4984583,0.7471716,0.6257596,0.6819412,0.46316683,0.6953173,0.6094858,0.43667546,0.4195921,0.44438222,0.41288647,0.61778337,0.63803655,0.6060446,0.70433897,0.37460557,0.555314,0.795858,0.42125425
lyr,0.5872111,0.50902385,0.37831476,0.41494703,0.35675368,0.45856038,0.4072654,0.40500468,0.47612834,0.5262456,0.45905763,0.44297853,0.39057606,0.42606422,0.43707907,0.46793455,0.36143342,0.4342147,0.41795123,0.42979288
lys,0.6498989,0.47206506,0.40809822,0.36337474,0.62881005,0.47158155,0.6302326,0.5972978,0.41929835,0.661158,0.42310876,0.38636926,0.51186854,0.5906793,0.5964666,0.5387715,0.60666746,0.5607092,0.5222636,0.41662464
lzp,0.49610874,0.5752716,0.55530447,0.3839576,0.56839144,0.42238498,0.4106061,0.49420086,0.53287596,0.54925805,0.530974,0.54574776,0.49301964,0.6260246,0.82489276,0.44384944,0.5633206,0.42623946,0.67421573,0.39486876
lzq,0.42439988,0.3913912,0.3295111,0.3211333,0.42710721,0.527334,0.4161823,0.40966368,0.57932,0.4891005,0.6274716,0.48631993,0.6023121,0.6262968,0.65204704,0.48564795,0.53684664,0.52387434,0.3516018,0.4207409
lzx,0.6394728,0.6559182,0.6956032,0.7294583,0.4979386,0.54490465,0.4847341,0.53551614,0.7260975,0.42770538,0.4177879,0.39671504,0.5214219,0.71021515,0.65379333,0.32028508,0.47801515,0.6457865,0.4923294,0.53948575
mal,0.44295847,0.42026785,0.50555414,0.35298318,0.38382697,0.4699019,0.42566484,0.47243363,0.3867806,0.48753136,0.40193388,0.3930122,0.48748162,0.41565105,0.46188378,0.4734414,0.49582058,0.38926688,0.46284187,0.5002984
maw,0.37003207,0.44616675,0.34458315,0.37253764,0.37497523,0.40477607,0.3200985,0.40964738,0.42544445,0.42711756,0.5351945,0.49499786,0.34949863,0.4670988,0.44535515,0.35536215,0.35744858,0.41192016,0.60699445,0.38931653
mbd,0.43800944,0.5216664,0.39722735,0.43622088,0.40606895,0.46306843,0.36051846,0.3404182,0.38118067,0.39938048,0.38512567,0.42208868,0.52260894,0.38900706,0.5000652,0.35582086,0.44102004,0.59622353,0.34192884,0.46812868
mbi,0.36655444,0.6495196,0.57712424,0.57861614,0.33874807,0.5903818,0.33613336,0.6762992,0.40238926,0.6358764,0.43011162,0.3656483,0.5381733,0.76898694,0.71575207,0.6360639,0.6408993,0.6184756,0.5336728,0.777139
mbn,0.60932004,0.5066756,0.50190514,0.47777277,0.54634786,0.5046029,0.43416741,0.5545493,0.50985605,0.582989,0.45978016,0.5105952,0.3532623,0.4252886,0.5462332,0.49468827,0.49738955,0.5292773,0.4338182,0.5462373
mbv,0.4697801,0.44569227,0.5634081,0.41892877,0.42585668,0.4094911,0.51441324,0.56363326,0.5034805,0.4943264,0.46598336,0.43013307,0.43821582,0.48156962,0.53517306,0.44963995,0.5634658,0.53650314,0.55927813,0.47008666
mbw,0.5969914,0.55993694,0.66664016,0.6095965,0.58152527,0.70414287,0.6519063,0.6222933,0.6715635,0.40668336,0.7608204,0.57653224,0.61354715,0.39644185,0.48786923,0.5155017,0.4226858,0.6137794,0.6229253,0.6902648
mbz,0.36695498,0.5738326,0.5489884,0.5170777,0.54952407,0.57780737,0.55106485,0.5777499,0.54834455,0.638108,0.53728884,0.5518757,0.41998526,0.4993161,0.5171146,0.48248273,0.56165516,0.5402121,0.65421283,0.55044216
mcb,0.5386164,0.43464357,0.5277186,0.53389776,0.4982367,0.59030783,0.46563163,0.57104206,0.5599202,0.65568334,0.46240082,0.7171676,0.56396306,0.63154286,0.6150989,0.5280372,0.5460333,0.635901,0.53720886,0.5197727
mcs,0.46692616,0.56305707,0.4360853,0.42837027,0.48345545,0.68476313,0.51760566,0.5188355,0.6203401,0.520966,0.5980674,0.5871992,0.3890062,0.5368229,0.49311802,0.53340995,0.40190372,0.55222106,0.4523808,0.6167084
mda,0.4096858,0.5693449,0.5631829,0.5371334,0.50941086,0.69336456,0.6454422,0.6855934,0.3929626,0.48007324,0.37856928,0.6640174,0.49272823,0.5710087,0.6225038,0.64885473,0.6203189,0.63203347,0.6413944,0.6524771
mdo,0.51242846,0.4896488,0.5733763,0.51000917,0.5693398,0.4239647,0.5898179,0.6071592,0.45174253,0.5443187,0.474137,0.4874291,0.5365936,0.60904807,0.59126973,0.47688505,0.5112893,0.41862378,0.5686391,0.4450783
mea,0.40009797,0.55213064,0.44683844,0.38978064,0.45127976,0.4367526,0.45373,0.42524755,0.46383214,0.40330613,0.38621518,0.54096985,0.5477413,0.37729517,0.41231033,0.5145727,0.43653017,0.41365382,0.49488202,0.48362306
meh,0.5597137,0.36637425,0.3869757,0.3568862,0.52714896,0.3957807,0.54912466,0.375083,0.42113492,0.39570573,0.3417798,0.323344,0.34344658,0.3866636,0.52095217,0.3544116,0.46783265,0.64858484,0.6326974,0.3638835
mes,0.5045637,0.5929148,0.48063788,0.47130278,0.48075405,0.54515046,0.53081036,0.46852255,0.48329276,0.5902799,0.51906806,0.56820726,0.50649923,0.3962376,0.46537402,0.4198444,0.5018396,0.4424612,0.4696336,0.5507308
mfr,0.5073763,0.5213305,0.44421244,0.44181824,0.47901434,0.5299126,0.5376443,0.48578793,0.54305995,0.3918758,0.5450914,0.65030164,0.57544094,0.51162523,0.67956465,0.50128275,0.5402818,0.54388183,0.56513244,0.5763881
mgd,0.56291914,0.5103818,0.5727629,0.5318858,0.5430663,0.5485194,0.40283483,0.47513175,0.5358647,0.5636518,0.52438056,0.59686935,0.6008294,0.4525623,0.5544302,0.5167378,0.5516512,0.5460664,0.50639915,0.5326275
mge,0.62280065,0.44382668,0.5682946,0.35624108,0.5791324,0.56067896,0.60516524,0.43110806,0.33690438,0.53945583,0.41998345,0.5148271,0.54723203,0.5703477,0.48195046,0.57111967,0.5393123,0.56834346,0.47405085,0.5951156
mgq,0.40768826,0.3875044,0.47272047,0.4816477,0.42900825,0.48541382,0.5012825,0.50327307,0.48286736,0.4477702,0.48454842,0.56544363,0.4677995,0.45944986,0.45889536,0.39804015,0.47898796,0.40897447,0.45974132,0.44942692
mgt,0.5162426,0.40960103,0.5372925,0.45988378,0.39900297,0.458169,0.4946536,0.29453778,0.4101893,0.4310483,0.44329593,0.54839367,0.33305407,0.48175192,0.46746278,0.45469117,0.40529394,0.409191,0.39734754,0.46777177
mhc,0.6258243,0.5396598,0.5799038,0.43853354,0.6302563,0.56644017,0.6232518,0.45610988,0.44587496,0.6412935,0.64341867,0.36535287,0.60484177,0.4866046,0.554419,0.59723854,0.58095926,0.56639093,0.60884684,0.544226
mic,0.6495596,0.44134864,0.59054667,0.38119173,0.63993156,0.5589106,0.757145,0.5827564,0.6102253,0.6069561,0.45078075,0.6114949,0.44175482,0.7323726,0.64617264,0.55806404,0.39531583,0.44671687,0.5855179,0.49626815
miw,0.4840802,0.5981909,0.3286071,0.6549014,0.4982885,0.47906116,0.6399742,0.52270913,0.61523104,0.44138724,0.6889263,0.62488353,0.6780544,0.6090317,0.77785724,0.60569376,0.4086289,0.7088547,0.4104491,0.34106502
miz,0.4010237,0.6250739,0.44314143,0.5341978,0.5313398,0.41606486,0.52873045,0.36534244,0.4018364,0.5433737,0.43167096,0.4429225,0.514465,0.45811662,0.41771644,0.36352855,0.50285256,0.44913065,0.45902404,0.39409548
mjh,0.6512717,0.4371297,0.4130451,0.51603985,0.61623174,0.5165875,0.6424823,0.6206655,0.552238,0.6859693,0.3661739,0.69288135,0.36508512,0.62915146,0.3878741,0.38536426,0.41751817,0.6804264,0.5831004,0.65155023
mkc,0.5056135,0.43269104,0.5089672,0.43674758,0.40412462,0.48835176,0.45951027,0.37730438,0.39615244,0.5061689,0.45355937,0.45799544,0.44812018,0.5173846,0.52280736,0.42673755,0.5031672,0.492908,0.5397268,0.46757993
mke,0.57225996,0.449769,0.56866705,0.6351179,0.44310892,0.70280755,0.43439585,0.5646118,0.42565656,0.4104506,0.5509787,0.80895513,0.7437813,0.6764526,0.68265873,0.6923084,0.67258257,0.41413248,0.55309564,0.40608928
mkj,0.69310564,0.53175235,0.4727866,0.4821151,0.4536109,0.42095274,0.5532476,0.42417288,0.4857658,0.4797289,0.5089095,0.4786853,0.4769834,0.5325898,0.44909,0.4931953,0.5038712,0.50616693,0.5226611,0.5103867
mkk,0.28705776,0.3462122,0.39123085,0.705893,0.76253027,0.63028157,0.6419904,0.60728437,0.65470207,0.4854843,0.42992294,0.32307407,0.5053964,0.62055874,0.49862027,0.60311717,0.5119664,0.63089836,0.4131009,0.51691437
mmc,0.43546167,0.69037753,0.59923345,0.5118749,0.40648603,0.42997363,0.60866916,0.6548502,0.5183861,0.5125527,0.45033777,0.63112205,0.62976146,0.4358995,0.5889779,0.6038641,0.6331282,0.6315087,0.6886337,0.66627234
mmv,0.41549665,0.5344876,0.5472094,0.5543573,0.62106586,0.5221703,0.54475003,0.6062069,0.50255173,0.6183645,0.5549601,0.5619,0.6575164,0.514683,0.54471815,0.43858007,0.57177424,0.4257732,0.3740626,0.4213403
mnf,0.5762045,0.59779876,0.7313063,0.60355717,0.6287825,0.6321187,0.7360359,0.7200394,0.49647835,0.58317757,0.6504153,0.5095232,0.5050081,0.4875601,0.5741553,0.7207046,0.43938604,0.7262205,0.37523532,0.64013284
mod,0.289587,0.2827982,0.33427608,0.34945533,0.42912012,0.31920955,0.35300267,0.35253182,0.41881254,0.3487006,0.33184862,0.36264095,0.3668181,0.44081813,0.38939512,0.34462357,0.35768646,0.37087342,0.37768894,0.33612928
moj,0.6124823,0.37841552,0.6404859,0.37005875,0.65593773,0.6339969,0.63844115,0.6762534,0.5892558,0.64067787,0.46594203,0.68848574,0.36406407,0.62627274,0.64168835,0.5994863,0.29496917,0.40819594,0.67772317,0.6054791
mol,0.5468202,0.5760444,0.6424348,0.69912815,0.7778515,0.49726737,0.44977823,0.43146193,0.4899722,0.6259266,0.3894282,0.67125493,0.7318114,0.5597095,0.35914835,0.4014085,0.39152953,0.3213563,0.53866065,0.7198401
mot,0.37616876,0.48442888,0.40129128,0.5518335,0.50045806,0.33138382,0.40572837,0.4219128,0.383236,0.45155418,0.4770924,0.3611819,0.39543697,0.35949528,0.3967719,0.33171415,0.39230353,0.61531204,0.36455476,0.41953877
mpf,0.62031734,0.37728292,0.51628697,0.7059889,0.61409336,0.37385532,0.67510253,0.49648926,0.38709193,0.6260673,0.5911746,0.66201013,0.4911157,0.4674943,0.547122,0.5850877,0.72004515,0.6983219,0.4591441,0.6327918
mph,0.63745904,0.53218406,0.6824017,0.34811112,0.48640707,0.4541083,0.6703247,0.50433546,0.6577471,0.4584655,0.6392827,0.662452,0.7070772,0.5615558,0.5495172,0.60914075,0.58728445,0.5375068,0.6068752,0.49696928
mpi,0.34228718,0.3366515,0.3903017,0.31198144,0.36598653,0.4178478,0.3632841,0.29103175,0.37111768,0.37056533,0.33610895,0.34517613,0.3964897,0.40163004,0.35924777,0.40560648,0.52005196,0.4906215,0.4126145,0.4295202
mpk,0.70317,0.5933809,0.38524944,0.3214072,0.38654673,0.29038364,0.28817156,0.5013082,0.35306054,0.76283574,0.3384012,0.3708435,0.46272427,0.38437682,0.57664293,0.33191377,0.7276404,0.66704804,0.59674,0.2892136
mps,0.4765619,0.5063686,0.41125765,0.68048877,0.5572252,0.34064856,0.73415977,0.55006546,0.6497874,0.37460557,0.7014609,0.37696224,0.34858486,0.36909965,0.44531012,0.59423536,0.73261935,0.74454814,0.5844225,0.6644394
mpt,0.5202135,0.48030728,0.58972424,0.5505073,0.59550774,0.6026392,0.4896398,0.5535803,0.40790358,0.52708983,0.6180723,0.6124666,0.52428025,0.47202718,0.5476368,0.56185794,0.583324,0.58002806,0.5129343,0.5199488
mqb,0.39915097,0.47007775,0.47258523,0.5519387,0.46233648,0.5656562,0.36153427,0.45184624,0.47976527,0.39083076,0.4846203,0.5575697,0.38500237,0.46000808,0.37931323,0.40801203,0.39856607,0.45600298,0.46036467,0.4973064
mqg,0.4381325,0.3936084,0.35707578,0.35767096,0.55561054,0.6944702,0.5627706,0.4876413,0.5035471,0.4545116,0.5386198,0.42704168,0.49975413,0.498656,0.44675678,0.47031868,0.4638516,0.5209996,0.4436214,0.5568059
mqx,0.4108921,0.38854262,0.42040896,0.4188135,0.57790726,0.3672641,0.5828641,0.5259784,0.36179706,0.3682717,0.54628974,0.6659628,0.53429055,0.44274312,0.6807189,0.6494042,0.6534506,0.6052877,0.5485077,0.49714848
mqy,0.35572428,0.43066856,0.4374737,0.43091744,0.5771683,0.39727432,0.42764178,0.41380462,0.5229805,0.43533513,0.45884064,0.38402444,0.40559816,0.5558037,0.50374216,0.58419216,0.5653172,0.39570802,0.52160573,0.42231736
mrk,0.37857535,0.42164737,0.5317503,0.35138074,0.32972383,0.39373273,0.42914477,0.40665206,0.47197613,0.38355523,0.34002787,0.5252781,0.4544742,0.33090416,0.34255636,0.47298357,0.3852987,0.354169,0.31896988,0.37682036
mru,0.5352478,0.47762254,0.53166014,0.5587413,0.47158584,0.57905227,0.47895524,0.53416073,0.56360173,0.5954797,0.44496125,0.44053215,0.42474383,0.62764674,0.46656296,0.43141842,0.55004424,0.57852995,0.567282,0.44085404
msg,0.7591688,0.55876213,0.5185153,0.33716896,0.34126413,0.31641018,0.3190788,0.66867626,0.4942376,0.3471453,0.41653356,0.6582222,0.47577083,0.64198476,0.6738252,0.43112198,0.66064566,0.67333233,0.6416333,0.43018597
msj,0.5163652,0.53244936,0.4092114,0.39585087,0.39505035,0.41796714,0.42181668,0.41994622,0.4576869,0.49753985,0.3658435,0.60477775,0.4352234,0.4593463,0.45885175,0.45673487,0.5213254,0.48052362,0.38847014,0.40202278
mso,0.571606,0.37751094,0.50046086,0.6711988,0.48497334,0.3668088,0.5866867,0.6754986,0.3973928,0.32793313,0.5811305,0.7593382,0.6957893,0.5001401,0.36616555,0.3670906,0.6014969,0.5883605,0.57658356,0.4633146
mta,0.4660407,0.42989632,0.4263054,0.4796903,0.46811232,0.40044713,0.51190704,0.376128,0.47691914,0.42741552,0.4274627,0.46625942,0.4216487,0.40591076,0.40406325,0.40263602,0.35394815,0.4173818,0.42380425,0.48205554
mtb,0.72623503,0.6677026,0.42971122,0.74428296,0.7059922,0.6527418,0.55043244,0.5798646,0.4974654,0.78212243,0.44201252,0.6011701,0.5285136,0.64266884,0.72013026,0.69288486,0.5298955,0.37994564,0.63009715,0.3903747
mtr,0.548092,0.5988797,0.3676999,0.4061847,0.34672782,0.7968701,0.41865084,0.7514574,0.39813322,0.4175882,0.69504476,0.39786145,0.47193056,0.6568706,0.7321874,0.5347481,0.6848536,0.39631987,0.41782373,0.7120202
mts,0.5697652,0.39616957,0.6117603,0.61878955,0.6016834,0.64070016,0.4105108,0.65502226,0.5258416,0.78167576,0.46293494,0.40819514,0.5758319,0.50699127,0.3249993,0.35133442,0.54185253,0.5150721,0.40868336,0.5520381
